Chromosome	Start	End	Strand	gene_id	transcript_id
chr8	144785297	144785588	+	ENSG00000244307.3	ENST00000462960.3
chr8	144992913	144994837	+	ENSG00000255164.1	ENST00000530223.1
chr8	144994885	144995540	+	ENSG00000254618.1	ENST00000534816.1
chr8	145002810	145006046	+	ENSG00000255559.1	ENST00000527067.1
chr8	145047859	145048889	+	ENSG00000255000.1	ENST00000534696.1
chr8	64090	64320	-	ENSG00000253620.2	ENST00000520139.2
chr8	150583	150728	-	ENSG00000254193.1	ENST00000520478.1
chr8	166085	167024	-	ENSG00000176269.4	ENST00000320901.4
chr8	200384	200562	-	ENSG00000255464.1	ENST00000508026.3
chr8	202659	202897	-	ENSG00000253166.2	ENST00000522984.2
chr8	234346	234887	-	ENSG00000272240.1	ENST00000606572.1
chr8	311132	331026	-	ENSG00000249868.5	ENST00000517765.3
chr8	450713	451343	-	ENSG00000272293.1	ENST00000607549.1
chr8	486116	488512	-	ENSG00000279852.1	ENST00000623988.1
chr8	725187	725877	-	ENSG00000254207.1	ENST00000520760.1
chr8	891250	893112	-	ENSG00000282759.1	ENST00000633456.1
chr8	1246788	1248760	-	ENSG00000254160.1	ENST00000517950.1
chr8	1296033	1302607	-	ENSG00000275427.1	ENST00000617093.1
chr8	1368641	1369833	-	ENSG00000260721.1	ENST00000567210.1
chr8	1758207	1760447	-	ENSG00000282021.1	ENST00000633189.1
chr8	1810822	1817113	-	ENSG00000287464.1	ENST00000659092.1
chr8	1957920	1963131	-	ENSG00000285957.1	ENST00000650061.1
chr8	2130549	2134880	-	ENSG00000287970.1	ENST00000660212.1
chr8	2493875	2512580	-	ENSG00000253444.1	ENST00000522799.1
chr8	2873524	2877916	-	ENSG00000287740.1	ENST00000656456.1
chr8	3373352	3375226	-	ENSG00000253162.1	ENST00000520815.1
chr8	5072644	5072869	-	ENSG00000253262.1	ENST00000518519.1
chr8	5127918	5128233	-	ENSG00000273876.1	ENST00000611579.1
chr8	5128278	5128412	-	ENSG00000206661.1	ENST00000383934.1
chr8	5142410	5142707	-	ENSG00000242079.1	ENST00000471955.1
chr8	5455217	5455665	-	ENSG00000271248.1	ENST00000604640.1
chr8	5506067	5509126	-	ENSG00000253510.1	ENST00000517807.1
chr8	5853137	5854977	-	ENSG00000286969.1	ENST00000660498.1
chr8	5910944	5911236	-	ENSG00000222589.1	ENST00000410657.1
chr8	6036432	6036974	-	ENSG00000253189.1	ENST00000523090.1
chr8	6044352	6257537	-	ENSG00000253880.1	ENST00000519555.1
chr8	6473844	6474288	-	ENSG00000253550.1	ENST00000514530.2
chr8	6572570	6576219	-	ENSG00000288076.1	ENST00000670781.1
chr8	6615603	6617198	-	ENSG00000271743.1	ENST00000607368.1
chr8	6622123	6622220	-	ENSG00000276580.1	ENST00000610739.1
chr8	6745167	6745240	-	ENSG00000283386.1	ENST00000636806.1
chr8	6870591	6877936	-	ENSG00000164825.4	ENST00000297439.4
chr8	6898877	6899468	-	ENSG00000250752.2	ENST00000514593.2
chr8	6924696	6926076	-	ENSG00000164822.5	ENST00000297436.3
chr8	6935819	6938306	-	ENSG00000164821.5	ENST00000297435.3
chr8	6950725	6951599	-	ENSG00000223629.1	ENST00000457582.1
chr8	6959288	6960161	-	ENSG00000233238.1	ENST00000433042.1
chr8	6968140	6969113	-	ENSG00000233531.1	ENST00000455014.1
chr8	6977648	6980092	-	ENSG00000206047.4	ENST00000382692.3
chr8	6987367	6988274	-	ENSG00000215378.4	ENST00000453425.2
chr8	6996765	6999198	-	ENSG00000240247.8	ENST00000382689.8
chr8	7006470	7007389	-	ENSG00000232039.3	ENST00000453669.2
chr8	7015868	7018297	-	ENSG00000239839.7	ENST00000327857.7
chr8	7028640	7029489	-	ENSG00000234178.1	ENST00000446470.1
chr8	7038570	7039439	-	ENSG00000206042.1	ENST00000382676.1
chr8	7055303	7056739	-	ENSG00000164816.8	ENST00000330590.4
chr8	7112313	7113728	-	ENSG00000234120.1	ENST00000421457.1
chr8	7143631	7143841	-	ENSG00000254683.1	ENST00000528310.1
chr8	7190900	7191563	-	ENSG00000214268.2	ENST00000397972.2
chr8	7221712	7221930	-	ENSG00000284614.1	ENST00000641497.1
chr8	7227852	7228073	-	ENSG00000284728.1	ENST00000642140.1
chr8	7238285	7238631	-	ENSG00000255025.1	ENST00000530288.1
chr8	7246725	7247571	-	ENSG00000177306.4	ENST00000443450.1
chr8	7355516	7385558	-	ENSG00000215372.6	ENST00000400156.4
chr8	7414854	7416863	-	ENSG00000177257.3	ENST00000318157.3
chr8	7428887	7430348	-	ENSG00000177243.3	ENST00000318124.3
chr8	7470307	7475082	-	ENSG00000177023.2	ENST00000316169.2
chr8	7482503	7486400	-	ENSG00000187082.2	ENST00000335479.2
chr8	7549052	7552062	-	ENSG00000248944.1	ENST00000515148.1
chr8	7556699	7559712	-	ENSG00000285975.1	ENST00000650288.1
chr8	7564349	7567360	-	ENSG00000234749.5	ENST00000510875.1
chr8	7571994	7575006	-	ENSG00000285687.1	ENST00000648590.1
chr8	7579643	7582653	-	ENSG00000285765.1	ENST00000648435.1
chr8	7680308	7680526	-	ENSG00000284655.1	ENST00000641716.1
chr8	7686422	7686643	-	ENSG00000284698.1	ENST00000641598.1
chr8	7696829	7697093	-	ENSG00000254889.1	ENST00000528788.1
chr8	7705181	7706113	-	ENSG00000254715.3	ENST00000525174.1
chr8	7775740	7776365	-	ENSG00000285862.1	ENST00000649956.1
chr8	7778590	7781413	-	ENSG00000255378.1	ENST00000528972.1
chr8	7793715	7795870	-	ENSG00000254776.1	ENST00000533882.1
chr8	7811719	7815716	-	ENSG00000186572.2	ENST00000335021.2
chr8	7821003	7823880	-	ENSG00000186562.8	ENST00000334773.7
chr8	7891002	7892555	-	ENSG00000254543.1	ENST00000530524.1
chr8	7934411	7938770	-	ENSG00000229907.3	ENST00000530110.1
chr8	7967343	7968544	-	ENSG00000255211.1	ENST00000525882.1
chr8	7971660	7973253	-	ENSG00000237038.5	ENST00000527080.1
chr8	7976392	7977985	-	ENSG00000225327.3	ENST00000530484.1
chr8	7990414	7997521	-	ENSG00000205989.1	ENST00000382575.1
chr8	8011781	8017011	-	ENSG00000233115.4	ENST00000518378.1
chr8	8027076	8031818	-	ENSG00000254229.3	ENST00000519497.2
chr8	8086021	8086762	-	ENSG00000255459.2	ENST00000531125.2
chr8	8088940	8089089	-	ENSG00000221305.1	ENST00000408378.1
chr8	8116744	8116949	-	ENSG00000254311.1	ENST00000520330.1
chr8	8167818	8226614	-	ENSG00000253893.2	ENST00000519726.2
chr8	8238173	8241411	-	ENSG00000253981.8	ENST00000519320.1
chr8	8317735	8386439	-	ENSG00000275342.6	ENST00000615670.5
chr8	8456714	8461337	-	ENSG00000254153.2	ENST00000521218.2
chr8	8555737	8560965	-	ENSG00000253343.1	ENST00000524008.1
chr8	8582351	8582655	-	ENSG00000263616.2	ENST00000582930.2
chr8	8714054	8719536	-	ENSG00000284717.1	ENST00000641764.1
chr8	8933720	8934006	-	ENSG00000270966.1	ENST00000603391.1
chr8	9072454	9072516	-	ENSG00000239078.1	ENST00000459426.1
chr8	9180250	9182519	-	ENSG00000253252.2	ENST00000521298.2
chr8	9255348	9260295	-	ENSG00000253887.1	ENST00000518589.1
chr8	9287471	9287578	-	ENSG00000207415.1	ENST00000384684.1
chr8	9351237	9358441	-	ENSG00000253735.1	ENST00000521143.1
chr8	9371089	9371195	-	ENSG00000201815.1	ENST00000364945.1
chr8	9658294	9658438	-	ENSG00000253697.1	ENST00000520383.1
chr8	9903387	9903472	-	ENSG00000284321.1	ENST00000385275.1
chr8	9984003	10055041	-	ENSG00000286622.1	ENST00000659604.1
chr8	10050484	10054254	-	ENSG00000260093.1	ENST00000562143.1
chr8	10118004	10147478	-	ENSG00000285675.2	ENST00000649481.2
chr8	10275498	10279737	-	ENSG00000285606.1	ENST00000648351.1
chr8	10336781	10337677	-	ENSG00000249848.1	ENST00000513168.1
chr8	10474788	10475045	-	ENSG00000285237.1	ENST00000642833.1
chr8	10723767	10730511	-	ENSG00000171056.8	ENST00000304501.2
chr8	10725398	10839847	-	ENSG00000258724.1	ENST00000554914.1
chr8	10825372	10825443	-	ENSG00000283210.1	ENST00000638013.1
chr8	10856084	10859436	-	ENSG00000280294.1	ENST00000624866.1
chr8	11035205	11035302	-	ENSG00000207600.3	ENST00000384868.3
chr8	11062646	11067089	-	ENSG00000254839.1	ENST00000532453.1
chr8	11104690	11106704	-	ENSG00000269918.1	ENST00000602575.1
chr8	11107787	11109726	-	ENSG00000255310.2	ENST00000530248.2
chr8	11123380	11126064	-	ENSG00000254936.4	ENST00000526648.2
chr8	11136897	11138607	-	ENSG00000254556.1	ENST00000531549.1
chr8	11281363	11282501	-	ENSG00000249316.2	ENST00000512316.2
chr8	11315858	11325429	-	ENSG00000246477.3	ENST00000498997.3
chr8	11345747	11347502	-	ENSG00000255020.1	ENST00000525867.1
chr8	11392410	11392517	-	ENSG00000199368.1	ENST00000362498.1
chr8	11479202	11481068	-	ENSG00000284957.1	ENST00000644741.1
chr8	11895849	11896870	-	ENSG00000255144.1	ENST00000525252.1
chr8	11919899	11920809	-	ENSG00000254948.1	ENST00000524483.1
chr8	11928596	11929563	-	ENSG00000206014.8	ENST00000533722.1
chr8	11928596	11933203	-	ENSG00000290828.1	ENST00000641994.1
chr8	11936032	11941273	-	ENSG00000287755.1	ENST00000666643.1
chr8	11946460	11950753	-	ENSG00000287798.1	ENST00000655829.1
chr8	11973936	11974599	-	ENSG00000205884.2	ENST00000382209.2
chr8	12006187	12015193	-	ENSG00000290829.1	ENST00000641966.1
chr8	12014830	12015049	-	ENSG00000284610.2	ENST00000641623.1
chr8	12025243	12025598	-	ENSG00000255016.1	ENST00000530817.1
chr8	12033645	12034612	-	ENSG00000254817.1	ENST00000528715.1
chr8	12043505	12049625	-	ENSG00000254700.2	ENST00000528817.2
chr8	12064388	12071747	-	ENSG00000233050.1	ENST00000437818.1
chr8	12087395	12087445	-	ENSG00000252029.1	ENST00000516220.1
chr8	12095175	12099536	-	ENSG00000255544.2	ENST00000527787.2
chr8	12128106	12129298	-	ENSG00000254923.1	ENST00000526505.1
chr8	12132416	12134099	-	ENSG00000226430.7	ENST00000530447.5
chr8	12136434	12138849	-	ENSG00000223443.3	ENST00000333796.4
chr8	12150887	12158033	-	ENSG00000254866.3	ENST00000529497.3
chr8	12172760	12175771	-	ENSG00000205879.5	ENST00000511144.3
chr8	12205758	12206389	-	ENSG00000254527.1	ENST00000526818.1
chr8	12290070	12296180	-	ENSG00000237215.3	ENST00000526803.1
chr8	12310961	12318316	-	ENSG00000232948.1	ENST00000400079.1
chr8	12333643	12333693	-	ENSG00000252535.1	ENST00000516726.1
chr8	12341425	12345776	-	ENSG00000254623.1	ENST00000524692.1
chr8	12374365	12375546	-	ENSG00000254423.1	ENST00000532111.1
chr8	12378678	12380265	-	ENSG00000255556.2	ENST00000526502.2
chr8	12393208	12400366	-	ENSG00000242296.2	ENST00000482450.2
chr8	12415079	12418090	-	ENSG00000251402.3	ENST00000528404.2
chr8	12448012	12511278	-	ENSG00000255549.2	ENST00000529817.2
chr8	12570349	12571130	-	ENSG00000242607.1	ENST00000483613.1
chr8	12601157	12601376	-	ENSG00000284746.1	ENST00000641210.1
chr8	12607290	12607509	-	ENSG00000284663.1	ENST00000641239.1
chr8	12628475	12629256	-	ENSG00000244289.1	ENST00000478386.1
chr8	12659129	12659348	-	ENSG00000284724.1	ENST00000641814.1
chr8	12665277	12665495	-	ENSG00000284613.1	ENST00000641602.1
chr8	12676034	12676389	-	ENSG00000254581.1	ENST00000526613.1
chr8	12684153	12685153	-	ENSG00000177400.6	ENST00000532847.1
chr8	12696306	12697273	-	ENSG00000254917.1	ENST00000533484.1
chr8	12703065	12704056	-	ENSG00000254724.1	ENST00000526420.1
chr8	12727231	12727304	-	ENSG00000266206.1	ENST00000578598.1
chr8	13353400	13353530	-	ENSG00000253257.1	ENST00000523876.1
chr8	13583888	13584533	-	ENSG00000254491.1	ENST00000530718.1
chr8	13844100	13849109	-	ENSG00000254753.1	ENST00000525673.1
chr8	13909230	13909780	-	ENSG00000254425.1	ENST00000526681.1
chr8	14022686	14023422	-	ENSG00000255437.1	ENST00000534576.1
chr8	14487775	14487879	-	ENSG00000252035.1	ENST00000516226.1
chr8	14853437	14853510	-	ENSG00000199127.1	ENST00000362257.1
chr8	14879056	14879819	-	ENSG00000255076.2	ENST00000532973.2
chr8	15688913	15689562	-	ENSG00000248423.1	ENST00000506768.1
chr8	15806148	15807283	-	ENSG00000250483.1	ENST00000502740.1
chr8	15896266	15967950	-	ENSG00000287476.1	ENST00000664439.1
chr8	16863195	16863496	-	ENSG00000264092.2	ENST00000583485.2
chr8	17026455	17027195	-	ENSG00000289225.2	ENST00000691434.2
chr8	17150300	17150888	-	ENSG00000244113.1	ENST00000460497.1
chr8	17498646	17499238	-	ENSG00000279271.1	ENST00000623309.1
chr8	17596311	17596378	-	ENSG00000277466.1	ENST00000610471.1
chr8	17604666	17610269	-	ENSG00000287303.1	ENST00000660331.1
chr8	17681577	17681657	-	ENSG00000265520.1	ENST00000584165.1
chr8	18088568	18089687	-	ENSG00000253384.1	ENST00000517431.1
chr8	18200923	18201205	-	ENSG00000254015.1	ENST00000518144.1
chr8	18383273	18383917	-	ENSG00000244593.1	ENST00000465163.1
chr8	18387107	18387777	-	ENSG00000271654.1	ENST00000605477.1
chr8	18774546	18774918	-	ENSG00000244018.1	ENST00000490024.1
chr8	18864680	18865247	-	ENSG00000278886.1	ENST00000623639.1
chr8	19254240	19257334	-	ENSG00000253280.1	ENST00000521016.1
chr8	19375127	19375622	-	ENSG00000279858.1	ENST00000623082.1
chr8	20113342	20113672	-	ENSG00000242709.1	ENST00000465586.1
chr8	20934434	20934837	-	ENSG00000253866.1	ENST00000517841.1
chr8	21129989	21130100	-	ENSG00000280215.1	ENST00000623880.1
chr8	21167239	21170137	-	ENSG00000286346.1	ENST00000666587.1
chr8	22130457	22131010	-	ENSG00000288677.2	ENST00000518377.3
chr8	22188368	22192578	-	ENSG00000285881.1	ENST00000647689.1
chr8	22244961	22245043	-	ENSG00000208037.1	ENST00000385302.1
chr8	22254575	22275162	-	ENSG00000254064.1	ENST00000523556.1
chr8	22389864	22390655	-	ENSG00000241026.1	ENST00000482585.1
chr8	22565996	22567171	-	ENSG00000254230.1	ENST00000517384.1
chr8	22613907	22616657	-	ENSG00000253200.1	ENST00000521025.1
chr8	22679012	22684009	-	ENSG00000261026.1	ENST00000566457.1
chr8	22698383	22703776	-	ENSG00000287812.1	ENST00000665743.1
chr8	22895433	22897813	-	ENSG00000253142.1	ENST00000522805.1
chr8	23135587	23164027	-	ENSG00000173530.6	ENST00000312584.4
chr8	23225232	23230915	-	ENSG00000250714.3	ENST00000511929.2
chr8	23483015	23483534	-	ENSG00000253483.1	ENST00000523257.1
chr8	23493008	23494198	-	ENSG00000253986.1	ENST00000518590.1
chr8	23600025	23600138	-	ENSG00000252067.1	ENST00000516258.1
chr8	23634875	23635507	-	ENSG00000253488.1	ENST00000524174.1
chr8	23701739	23706756	-	ENSG00000180053.8	ENST00000325017.4
chr8	23805932	23806154	-	ENSG00000271118.1	ENST00000603184.1
chr8	23806228	23806377	-	ENSG00000207027.1	ENST00000384300.1
chr8	24076996	24077158	-	ENSG00000207201.1	ENST00000384472.1
chr8	24169000	24177080	-	ENSG00000253891.2	ENST00000521681.2
chr8	24912162	24914717	-	ENSG00000272163.2	ENST00000607058.2
chr8	24953795	24953867	-	ENSG00000283327.1	ENST00000637129.1
chr8	25141393	25141968	-	ENSG00000253670.1	ENST00000519036.1
chr8	25276944	25277476	-	ENSG00000284858.1	ENST00000643320.1
chr8	25425520	25426580	-	ENSG00000253476.1	ENST00000523840.1
chr8	25820974	25833464	-	ENSG00000285890.1	ENST00000649347.1
chr8	25834128	25840135	-	ENSG00000254178.1	ENST00000520386.1
chr8	26254882	26256628	-	ENSG00000249213.1	ENST00000512187.1
chr8	26433028	26434065	-	ENSG00000251203.1	ENST00000515686.1
chr8	26835816	26836300	-	ENSG00000253813.1	ENST00000519826.1
chr8	27011120	27012371	-	ENSG00000215288.5	ENST00000522530.2
chr8	27048852	27048963	-	ENSG00000221616.1	ENST00000408689.1
chr8	27063995	27065278	-	ENSG00000253899.1	ENST00000517322.1
chr8	27610600	27610751	-	ENSG00000284280.1	ENST00000617673.1
chr8	27697216	27697526	-	ENSG00000253560.1	ENST00000518155.1
chr8	27701672	27701767	-	ENSG00000265075.1	ENST00000584551.1
chr8	27886038	27886116	-	ENSG00000265847.1	ENST00000579398.1
chr8	27903228	27903495	-	ENSG00000253290.1	ENST00000517763.1
chr8	28250062	28339255	-	ENSG00000253690.1	ENST00000521731.1
chr8	28414498	28416593	-	ENSG00000286804.1	ENST00000666189.1
chr8	28415523	28420055	-	ENSG00000254370.1	ENST00000522589.1
chr8	28505115	28505182	-	ENSG00000265251.1	ENST00000582598.1
chr8	28540997	28544966	-	ENSG00000290005.1	ENST00000702439.1
chr8	28915578	28915864	-	ENSG00000273710.1	ENST00000622685.1
chr8	29048493	29048604	-	ENSG00000200719.1	ENST00000363849.1
chr8	29352419	29353170	-	ENSG00000260253.1	ENST00000567818.1
chr8	29529298	29529922	-	ENSG00000288964.1	ENST00000688901.1
chr8	29957271	29957348	-	ENSG00000264788.1	ENST00000579676.1
chr8	30043800	30043908	-	ENSG00000239175.1	ENST00000458990.1
chr8	30094323	30095370	-	ENSG00000289334.1	ENST00000692612.1
chr8	30117383	30117779	-	ENSG00000241511.1	ENST00000492525.1
chr8	30131670	30144665	-	ENSG00000177669.4	ENST00000320542.4
chr8	30155827	30156633	-	ENSG00000271869.2	ENST00000607315.2
chr8	30176553	30180888	-	ENSG00000253708.1	ENST00000523733.1
chr8	30249501	30250092	-	ENSG00000254316.1	ENST00000519722.1
chr8	30279548	30281455	-	ENSG00000287590.1	ENST00000664980.1
chr8	30331960	30332277	-	ENSG00000253346.1	ENST00000518744.1
chr8	30349865	30350347	-	ENSG00000254152.1	ENST00000519658.1
chr8	30754235	30754539	-	ENSG00000271081.1	ENST00000603871.1
chr8	30983458	30984321	-	ENSG00000253793.1	ENST00000520373.1
chr8	31131538	31131802	-	ENSG00000253579.1	ENST00000519475.1
chr8	31219893	31220984	-	ENSG00000229211.3	ENST00000522306.1
chr8	31598098	31598204	-	ENSG00000222468.1	ENST00000410536.1
chr8	31827237	31840709	-	ENSG00000286648.1	ENST00000658131.1
chr8	32192027	32192153	-	ENSG00000252261.1	ENST00000516452.1
chr8	32911492	32911598	-	ENSG00000212407.1	ENST00000391105.1
chr8	33226847	33227147	-	ENSG00000253993.1	ENST00000521887.1
chr8	33360838	33361415	-	ENSG00000272338.2	ENST00000606064.2
chr8	33436267	33436700	-	ENSG00000254061.1	ENST00000521717.1
chr8	33547753	33567128	-	ENSG00000133874.2	ENST00000256257.2
chr8	33580209	33580508	-	ENSG00000240189.3	ENST00000472565.3
chr8	33641580	33641939	-	ENSG00000253684.1	ENST00000521828.1
chr8	33722304	33723079	-	ENSG00000253569.1	ENST00000523979.1
chr8	33859479	33860223	-	ENSG00000240738.1	ENST00000468681.1
chr8	33969566	33969879	-	ENSG00000188512.6	ENST00000523393.1
chr8	34229293	34248946	-	ENSG00000254033.1	ENST00000518178.1
chr8	34322991	34323642	-	ENSG00000215264.4	ENST00000462503.1
chr8	35525175	35525763	-	ENSG00000232024.2	ENST00000411836.1
chr8	35672194	35707734	-	ENSG00000286693.1	ENST00000655061.1
chr8	36121397	36121683	-	ENSG00000254309.1	ENST00000519431.1
chr8	36277762	36278886	-	ENSG00000253504.1	ENST00000517463.1
chr8	36279490	36279696	-	ENSG00000253685.1	ENST00000517498.1
chr8	36309583	36309690	-	ENSG00000206871.1	ENST00000384144.1
chr8	36321038	36321404	-	ENSG00000254320.1	ENST00000522004.1
chr8	36581179	36581591	-	ENSG00000244708.1	ENST00000468780.1
chr8	36795254	36795862	-	ENSG00000274489.1	ENST00000611470.1
chr8	36987976	36988412	-	ENSG00000243503.2	ENST00000495560.2
chr8	37067440	37069418	-	ENSG00000254038.1	ENST00000523411.1
chr8	37405438	37406724	-	ENSG00000253746.1	ENST00000520431.1
chr8	37600536	37625873	-	ENSG00000254306.1	ENST00000517714.1
chr8	37626014	37674387	-	ENSG00000253344.1	ENST00000519978.1
chr8	37734760	37737426	-	ENSG00000183154.1	ENST00000330539.1
chr8	37747337	37748004	-	ENSG00000233170.4	ENST00000521192.2
chr8	37934339	37965953	-	ENSG00000285880.1	ENST00000647937.1
chr8	38166011	38166118	-	ENSG00000253739.1	ENST00000521915.1
chr8	38201698	38204238	-	ENSG00000248585.2	ENST00000503480.2
chr8	38223956	38231695	-	ENSG00000285632.1	ENST00000648284.1
chr8	38408047	38408742	-	ENSG00000272159.1	ENST00000606593.1
chr8	38600660	38601200	-	ENSG00000253570.1	ENST00000524091.1
chr8	38844865	38846439	-	ENSG00000253829.1	ENST00000459965.2
chr8	38970359	38973011	-	ENSG00000253645.1	ENST00000520863.1
chr8	39018614	39018683	-	ENSG00000207199.1	ENST00000384470.1
chr8	39157537	39158701	-	ENSG00000243095.1	ENST00000476002.1
chr8	39309908	39310443	-	ENSG00000253160.1	ENST00000518705.1
chr8	39867435	39867812	-	ENSG00000253233.1	ENST00000521358.1
chr8	39903774	39995248	-	ENSG00000253939.1	ENST00000517623.1
chr8	39918075	39920890	-	ENSG00000254287.1	ENST00000522970.1
chr8	39997868	39998499	-	ENSG00000253790.1	ENST00000522680.1
chr8	40519564	40520158	-	ENSG00000272479.1	ENST00000606398.1
chr8	40900015	40901854	-	ENSG00000254383.1	ENST00000518428.1
chr8	41271047	41271143	-	ENSG00000263372.1	ENST00000579992.1
chr8	41275114	41277003	-	ENSG00000253509.1	ENST00000517495.1
chr8	41509592	41578421	-	ENSG00000253133.2	ENST00000523081.2
chr8	41609691	41621502	-	ENSG00000264578.1	ENST00000581909.1
chr8	41660440	41660508	-	ENSG00000274705.2	ENST00000612171.2
chr8	41828164	41829934	-	ENSG00000260588.1	ENST00000563810.1
chr8	41840058	41840339	-	ENSG00000241834.3	ENST00000465197.3
chr8	42043503	42043575	-	ENSG00000238966.1	ENST00000459551.1
chr8	42128773	42129249	-	ENSG00000253135.1	ENST00000520355.1
chr8	42139460	42139752	-	ENSG00000271938.1	ENST00000605981.1
chr8	42151771	42152763	-	ENSG00000261449.1	ENST00000564481.1
chr8	42341766	42342634	-	ENSG00000240395.1	ENST00000496040.1
chr8	42374062	42377229	-	ENSG00000104371.5	ENST00000220812.3
chr8	42537528	42538304	-	ENSG00000254165.1	ENST00000522190.1
chr8	42705582	42721946	-	ENSG00000255101.1	ENST00000527318.1
chr8	42725546	42726228	-	ENSG00000255361.1	ENST00000530523.1
chr8	42896196	42896275	-	ENSG00000284062.1	ENST00000583919.1
chr8	42949387	42949495	-	ENSG00000202514.1	ENST00000365644.1
chr8	43125994	43126397	-	ENSG00000254198.1	ENST00000517759.1
chr8	43219959	43220809	-	ENSG00000253611.1	ENST00000519939.1
chr8	43246754	43246935	-	ENSG00000253884.1	ENST00000518796.1
chr8	43270197	43271960	-	ENSG00000253606.2	ENST00000521792.2
chr8	43276269	43276823	-	ENSG00000234713.3	ENST00000518688.1
chr8	43284625	43284806	-	ENSG00000253707.1	ENST00000522985.1
chr8	43511819	43512033	-	ENSG00000253319.1	ENST00000523880.1
chr8	43674269	43674591	-	ENSG00000253198.1	ENST00000519417.1
chr8	46028803	46028892	-	ENSG00000276685.1	ENST00000618609.1
chr8	46579212	46614523	-	ENSG00000248498.5	ENST00000518311.3
chr8	46810695	46819098	-	ENSG00000286484.1	ENST00000652941.1
chr8	46827227	46827894	-	ENSG00000253828.3	ENST00000522536.3
chr8	46828116	46828413	-	ENSG00000282321.1	ENST00000632801.1
chr8	46837577	46838706	-	ENSG00000254118.1	ENST00000524239.1
chr8	46870901	46872045	-	ENSG00000253803.1	ENST00000518269.1
chr8	46972475	46974617	-	ENSG00000215179.5	ENST00000517873.2
chr8	47068020	47068323	-	ENSG00000222099.1	ENST00000410167.1
chr8	47089571	47198861	-	ENSG00000248347.3	ENST00000509729.3
chr8	47131780	47131887	-	ENSG00000200986.1	ENST00000364116.1
chr8	47194001	47194347	-	ENSG00000253502.1	ENST00000522436.1
chr8	47198031	47198323	-	ENSG00000253817.1	ENST00000517826.1
chr8	47202443	47202897	-	ENSG00000215177.3	ENST00000399730.2
chr8	47511033	47512141	-	ENSG00000253330.1	ENST00000519856.1
chr8	47546803	47547926	-	ENSG00000251354.3	ENST00000508013.3
chr8	47592146	47592609	-	ENSG00000254065.1	ENST00000517810.1
chr8	47736912	47738164	-	ENSG00000221869.5	ENST00000408965.4
chr8	47805078	47805179	-	ENSG00000207450.1	ENST00000384719.1
chr8	48193849	48194627	-	ENSG00000253843.1	ENST00000519711.1
chr8	48294025	48294694	-	ENSG00000253654.2	ENST00000520250.2
chr8	48307926	48308030	-	ENSG00000252710.1	ENST00000516901.1
chr8	48428142	48431041	-	ENSG00000279881.1	ENST00000622926.1
chr8	48597457	48621018	-	ENSG00000253702.1	ENST00000523038.1
chr8	48657259	48658894	-	ENSG00000253892.1	ENST00000518620.1
chr8	49352629	49352844	-	ENSG00000254268.1	ENST00000520120.1
chr8	49496762	49512180	-	ENSG00000253380.1	ENST00000518854.1
chr8	49536385	49554414	-	ENSG00000253206.1	ENST00000520800.1
chr8	49740215	49741321	-	ENSG00000253810.1	ENST00000518968.1
chr8	49817585	49820944	-	ENSG00000253484.1	ENST00000522408.1
chr8	49906862	49907446	-	ENSG00000271148.1	ENST00000603280.1
chr8	49908958	49910233	-	ENSG00000289095.2	ENST00000686208.2
chr8	50762459	50762798	-	ENSG00000254358.1	ENST00000517555.1
chr8	51721669	51722164	-	ENSG00000254225.1	ENST00000522014.1
chr8	51810109	51810681	-	ENSG00000272076.1	ENST00000605991.1
chr8	51895956	51896374	-	ENSG00000253475.1	ENST00000518507.1
chr8	51996209	52008355	-	ENSG00000254136.1	ENST00000523810.1
chr8	52313153	52313500	-	ENSG00000240534.1	ENST00000472160.1
chr8	52975110	52976116	-	ENSG00000248911.2	ENST00000511357.2
chr8	53388700	53390872	-	ENSG00000260484.1	ENST00000566892.1
chr8	53876149	53876649	-	ENSG00000272457.1	ENST00000606037.1
chr8	53887007	53887244	-	ENSG00000244159.1	ENST00000498403.1
chr8	54042988	54045629	-	ENSG00000260955.2	ENST00000565668.2
chr8	54152806	54152882	-	ENSG00000251835.1	ENST00000516026.1
chr8	54191581	54192035	-	ENSG00000270980.1	ENST00000603811.1
chr8	54479596	54479963	-	ENSG00000270275.1	ENST00000603133.1
chr8	54522798	54523297	-	ENSG00000226098.4	ENST00000518383.1
chr8	55067584	55081909	-	ENSG00000286348.1	ENST00000671242.1
chr8	55135202	55142358	-	ENSG00000253976.1	ENST00000522186.1
chr8	55449508	55455139	-	ENSG00000248522.1	ENST00000444527.2
chr8	55517239	55520977	-	ENSG00000254357.1	ENST00000522918.1
chr8	55902722	55902855	-	ENSG00000199405.1	ENST00000362535.1
chr8	55980239	55980540	-	ENSG00000240905.3	ENST00000468562.3
chr8	56022018	56022313	-	ENSG00000241997.3	ENST00000494712.3
chr8	56050037	56051207	-	ENSG00000236814.1	ENST00000435260.1
chr8	56073834	56073901	-	ENSG00000238650.1	ENST00000459159.1
chr8	56101198	56102267	-	ENSG00000248578.1	ENST00000513394.1
chr8	56112941	56113982	-	ENSG00000172680.1	ENST00000311923.1
chr8	56121241	56121352	-	ENSG00000221093.1	ENST00000408166.1
chr8	56252959	56253372	-	ENSG00000254216.1	ENST00000524200.1
chr8	56476825	56477987	-	ENSG00000253541.1	ENST00000517342.1
